r2,mse,rmse,mae,model,seed
0.31674901870833505,43.27613562383338,6.578459973567779,4.449246978715388,gbdt__h_vae,20
0.07592300520550141,90.21763857321562,9.49829661429962,5.103379812670213,multitask_gp__h_vae,20
0.33171438714192514,35.22929385527897,5.935427015411694,3.984169234749677,random_forest__hver,20
-0.003251556097288971,103.4051937828326,10.168834435805934,5.5650158610744676,ridge__hver,20
-0.01144355837381561,106.13899806342891,10.302378272196615,5.611368791925532,multitask_lasso__hver,20
-0.007742410497792507,104.90389226532173,10.242260115097729,5.588920301500001,multitask_elasticnet__hver,20
-0.029022463687750633,97.63399641665022,9.88099167172254,5.867049529668094,multioutput_gp__hver,20
0.0998604951600264,73.04776391352001,8.546798459863203,4.756127377167423,multioutput_svr__hver,20
0.3071260017747171,41.95622639868435,6.477362611332204,4.387320996377351,gbdt__hver,20
0.0767699479914371,89.84591354027371,9.478708432074157,5.095505190329787,multitask_gp__hver,20
0.32629632993583935,36.526103105302134,6.043682909063159,4.025584096702804,random_forest__hmc_vae,20
-0.0023220941337042944,103.61081577460246,10.178939815845384,5.568009053521276,ridge__hmc_vae,20
-0.010498266121574257,106.33895085347545,10.31207791153051,5.613158940223405,multitask_lasso__hmc_vae,20
-0.00680460401835048,105.10627059732947,10.252134928751644,5.592339667882978,multitask_elasticnet__hmc_vae,20
-0.028264386828778354,97.60071538466906,9.879307434464678,5.876704079510279,multioutput_gp__hmc_vae,20
0.10303765923980085,73.0305457225417,8.545791111567244,4.764658122765549,multioutput_svr__hmc_vae,20
0.3019262663398661,44.76192412287139,6.6904352715553115,4.536175166136771,gbdt__hmc_vae,20
0.07667814275686144,90.42185509513706,9.509040703201194,5.127822988202127,multitask_gp__hmc_vae,20
0.32391456089188103,37.68321233876166,6.138665354843972,4.066030044623263,random_forest__hh_vaem,20
-0.003089125282909999,103.53453432033318,10.175192102379846,5.566243817882977,ridge__hh_vaem,20
-0.01125917822033709,106.2625821714368,10.308374370939232,5.611757718521278,multitask_lasso__hh_vaem,20
-0.007568206176761655,105.03010469694213,10.248419619479979,5.590402329691488,multitask_elasticnet__hh_vaem,20
-0.02905281057164316,97.61592999835383,9.880077428763087,5.871690692256335,multioutput_gp__hh_vaem,20
0.10191634442642289,73.08405177987362,8.548921088644672,4.760200130279004,multioutput_svr__hh_vaem,20
0.314130444619347,41.52371429124928,6.4438896864587365,4.3780436293746545,gbdt__hh_vaem,20
0.0748415005704649,90.43352938767325,9.509654535663914,5.123562373308511,multitask_gp__hh_vaem,20
-0.2889205663524843,175.1033613976927,13.23266267225507,7.509327335894072,random_forest__gtmcc,20
-2.1421795990392174,650.3677209922016,25.502308150287135,14.313668221100977,ridge__gtmcc,20
-3.0909592605174567,864.923910667646,29.40958875380011,16.37747227140964,multitask_lasso__gtmcc,20
-2.4899289340423283,729.9489127385141,27.017566743482178,15.128510926360923,multitask_elasticnet__gtmcc,20
-11.496138797262002,3198.8509018060863,56.558384893896026,27.697622009239133,multioutput_gp__gtmcc,20
-0.36568361424216594,89.96292133353325,9.484878561875911,6.611112162260076,multioutput_svr__gtmcc,20
0.07013691276511022,76.24378388590637,8.731768657374426,5.297275003069236,gbdt__gtmcc,20
-1.7081281570716307,623.5387247894732,24.970757393188403,13.831227062968082,multitask_gp__gtmcc,20
0.13363546493440356,33.78155703779723,5.812190382101848,3.9457565444101945,random_forest__missforest,30
-0.22288634562481097,103.5769363890509,10.177275489493782,5.813480566334514,ridge__missforest,30
-0.23632355614166722,106.89320195399611,10.338916865610058,5.881168319113641,multitask_lasso__missforest,30
-0.2302376736580981,105.38517321122484,10.265728089679019,5.849829502590602,multitask_elasticnet__missforest,30
-0.010311624877324121,98.74071653351508,9.936836344305721,5.894942234193211,multioutput_gp__missforest,30
-0.21903657723095984,79.58332500510006,8.920948660602193,5.14952886328943,multioutput_svr__missforest,30
-0.03174635211865792,41.944736199036186,6.476475600126676,4.490072017341201,gbdt__missforest,30
-0.14855122101263574,89.10720992809763,9.439661536734123,5.040931127670212,multitask_gp__missforest,30
0.2574078831664133,41.06780702637124,6.408416889245833,4.341409947463369,random_forest__rfe_missforest,30
-0.027103693678260016,101.58637367010236,10.07900658150903,5.69456241503992,ridge__rfe_missforest,30
-0.03500318254323731,104.27286655461765,10.211408646931023,5.749862473134066,multitask_lasso__rfe_missforest,30
-0.03143605257659332,103.05826264675939,10.151761553876224,5.724005933550237,multitask_elasticnet__rfe_missforest,30
-0.0800808664604638,98.52598269608568,9.926025523646697,6.04920642772323,multioutput_gp__rfe_missforest,30
0.043783547153765756,72.26061618226385,8.500624458371504,5.040638857388728,multioutput_svr__rfe_missforest,30
0.24803448022072588,42.73468299713166,6.537176989888805,4.584171555546929,gbdt__rfe_missforest,30
0.027500956921026137,86.57796798409609,9.304728259551489,5.161794665521277,multitask_gp__rfe_missforest,30
0.2709448272039419,32.7803620525923,5.725413701436107,3.9674300653211945,random_forest__hyperimpute,30
-0.15966483700088824,96.26499252831738,9.811472495416648,5.948367625301993,ridge__hyperimpute,30
-0.18409596158396016,99.44212550453054,9.972067263337655,6.043261519548871,multitask_lasso__hyperimpute,30
-0.1728096959016301,97.98943523470818,9.898961321002734,5.999485147777953,multitask_elasticnet__hyperimpute,30
-0.23130347621390496,104.16944100890859,10.206343175148904,6.587623062904884,multioutput_gp__hyperimpute,30
-0.43551310458742265,68.33670162751972,8.266601576677063,5.475818552478305,multioutput_svr__hyperimpute,30
-0.0450057351492856,38.92338585225859,6.238860941891444,4.703169628206194,gbdt__hyperimpute,30
-0.23759658142029308,82.10564686512781,9.061216632722552,5.525094227978723,multitask_gp__hyperimpute,30
-0.0030366159298443607,49.22832238856192,7.016289787955022,4.734863992925757,random_forest__knn_based_method_matimputer,30
-0.16170117414566598,108.56868619013932,10.419629848998444,6.051470513768064,ridge__knn_based_method_matimputer,30
-0.17372636256236196,112.18381361258402,10.591686060896254,6.112067714207979,multitask_lasso__knn_based_method_matimputer,30
-0.16819056669367385,110.53677344130591,10.51364700954459,6.084452860513346,multitask_elasticnet__knn_based_method_matimputer,30
-0.07110712276707765,100.49991549889971,10.024964613349002,6.170702662086624,multioutput_gp__knn_based_method_matimputer,30
0.0406716726860174,65.72644259500282,8.107184628155622,5.042315560447645,multioutput_svr__knn_based_method_matimputer,30
0.15568488650295084,40.755014742334424,6.383965440252196,4.490479928642883,gbdt__knn_based_method_matimputer,30
-0.024670928198715136,80.31701884253864,8.961976279958492,5.0535370664148935,multitask_gp__knn_based_method_matimputer,30
-2.2586868283666717,77.76023614613038,8.818176463766779,6.8877142898654995,random_forest__gain,30
-2.173792717190336,203.5611771617312,14.267486714965996,9.503741384499158,ridge__gain,30
-2.1844795180496095,206.94761949649612,14.385674106432973,9.523163490896366,multitask_lasso__gain,30
-2.1795507206842593,205.36841692287965,14.330680965079072,9.5143620620511,multitask_elasticnet__gain,30
-0.7272088784428379,163.3879122635953,12.782328123765064,7.967168256518437,multioutput_gp__gain,30
-2.708060205720779,153.8611377853342,12.404077466113076,8.769828829917182,multioutput_svr__gain,30
-2.621845854627628,79.1278015860282,8.895380912924876,6.829614558180771,gbdt__gain,30
-2.5817753413407987,184.54962179736236,13.584904188008187,9.316767393414894,multitask_gp__gain,30
0.30484556956658543,38.917641670567264,6.238400569903095,4.180861548965249,random_forest__sinkhorn,30
-0.004655131420423009,101.66777605788667,10.08304398769968,5.563576417242781,ridge__sinkhorn,30
-0.012978820358861137,104.44553752790848,10.219859956374572,5.6118043160051805,multitask_lasso__sinkhorn,30
-0.009215112752748805,103.18769072909899,10.158134214957931,5.590354689180847,multitask_elasticnet__sinkhorn,30
-0.03196145588786392,97.65385191403077,9.881996352662288,5.887081767655314,multioutput_gp__sinkhorn,30
0.09604875952311662,71.71792927447072,8.468643886388818,4.8224574902288575,multioutput_svr__sinkhorn,30
0.27925566233459853,39.71313766892818,6.301836055383238,4.371175805511333,gbdt__sinkhorn,30
0.026719975003492963,88.39488132167635,9.401855206376895,5.091916581819149,multitask_gp__sinkhorn,30
0.24480576980439145,36.89530099146984,6.074150227930639,4.151919246860772,random_forest__mice_iterativeimputer,30
-0.10817875575626937,98.85397636035778,9.942533699231689,5.915101562732185,ridge__mice_iterativeimputer,30
-0.11135510380525263,100.14504493289893,10.007249618796312,5.9307483277704005,multitask_lasso__mice_iterativeimputer,30
-0.11000987691850833,99.5617507944502,9.978063479175216,5.923573438141909,multitask_elasticnet__mice_iterativeimputer,30
-0.4216408482947281,105.83468948902157,10.287598820376967,6.864760348059591,multioutput_gp__mice_iterativeimputer,30
-0.27619288927171,74.82727726071747,8.650276137830367,5.093353764417974,multioutput_svr__mice_iterativeimputer,30
-0.04051863731400926,60.24974333686877,7.762070814986731,5.349895395668146,gbdt__mice_iterativeimputer,30
-0.1865136316259244,113.42012757434438,10.649888617931381,6.442161395755318,multitask_gp__mice_iterativeimputer,30
-0.5284742879809998,48.10342566377583,6.93566331822529,5.143049833283534,random_forest__knn插补,30
-0.6042124294353662,111.86237409574558,10.576501032749233,6.443896416841927,ridge__knn插补,30
-0.6042776309442224,115.42044335347552,10.743390682343984,6.506364094597053,multitask_lasso__knn插补,30
-0.6039645034786186,113.79020803230932,10.667249318934536,6.477555701069062,multitask_elasticnet__knn插补,30
-0.15299352529797283,99.58825239435302,9.979391383964908,6.243863278726165,multioutput_gp__knn插补,30
-0.7740898928832926,76.67995314170344,8.756709036030799,5.650739466888925,multioutput_svr__knn插补,30
-0.7048471282224091,52.41316998170006,7.23969405304534,5.553660680878953,gbdt__knn插补,30
-0.7335187382419253,92.967794569118,9.641980842602727,5.840003957542553,multitask_gp__knn插补,30
-2.515811591837693,82.26032448448326,9.069747763002193,7.654469361685089,random_forest__mida,30
-3.0105816440712543,185.41013464889724,13.61653901139703,9.939842326987904,ridge__mida,30
-3.020537698388157,187.9508500341315,13.70951676880449,9.969564834335767,multitask_lasso__mida,30
-3.0161564196169843,186.8001741543511,13.66748602173608,9.956134682505517,multitask_elasticnet__mida,30
-2.5552839700076015,156.45384949163898,12.508151321903608,8.944684262487819,multioutput_gp__mida,30
-2.808528488103963,142.1857340612804,11.92416596921061,8.939936664967808,multioutput_svr__mida,30
-2.198356060379089,76.65876715961623,8.755499252447928,6.847468200344752,gbdt__mida,30
-2.643792996450734,170.80510916852356,13.069242868985317,9.615830827611703,multitask_gp__mida,30
-1.8302593303753665,89.95846939076252,9.484643872637628,7.169141114874956,random_forest__miwae,30
-3.685623640014637,702.1883197322959,26.498836195808597,16.798283178712765,ridge__miwae,30
-3.6893584261010344,705.1595796197505,26.554840982761515,16.82919748823404,multitask_lasso__miwae,30
-3.6876761962142552,703.8575970374781,26.530314680332726,16.81552904424468,multitask_elasticnet__miwae,30
-3.373495314477717,419.97659724769466,20.49333055527321,13.90886929963481,multioutput_gp__miwae,30
-2.7700714019122405,271.26563396542883,16.470143714170465,11.599115757350983,multioutput_svr__miwae,30
-1.9195438314177578,104.23890192931438,10.209745439006516,7.564795411622841,gbdt__miwae,30
-2.6901218276817547,336.2471933360374,18.337044291162012,12.370222281319146,multitask_gp__miwae,30
0.006860879067885295,56.78289179556061,7.5354423755716295,5.297372707856817,random_forest__softimpute,30
-1.2319632155245097,396.4906398123355,19.91207271512274,11.579021629020323,ridge__softimpute,30
-1.2371708279847675,397.9443713107515,19.948543087422486,11.603240712336625,multitask_lasso__softimpute,30
-1.2349265190409602,397.3060627491057,19.932537789983133,11.592786314453086,multitask_elasticnet__softimpute,30
-0.7724233011987383,266.53067247968426,16.32576713296145,9.61320856811311,multioutput_gp__softimpute,30
-0.4893251211130688,194.46543644553356,13.945086462461735,8.631032118397627,multioutput_svr__softimpute,30
-0.04662271200677648,56.24451397958845,7.499634256388004,5.429636527337901,gbdt__softimpute,30
-0.6986796145180784,256.6307009112963,16.01969727901549,9.533759799989362,multitask_gp__softimpute,30
-2.7892849592983513,96.1427158983002,9.805239206582376,7.847121539285475,random_forest__低秩矩阵,30
-4.107839093056114,565.9191299107026,23.789054834328805,16.03369910479107,ridge__低秩矩阵,30
-4.105744286136934,566.695115905331,23.80535897451099,16.041877838434797,multitask_lasso__低秩矩阵,30
-4.106589973919215,566.344257191876,23.797988511466173,16.038237068970464,multitask_elasticnet__低秩矩阵,30
-4.433975678283478,440.9907382731385,20.999779481535956,14.872563253573551,multioutput_gp__低秩矩阵,30
-3.6573099523675507,263.4017532527365,16.22965659688265,12.054098274782303,multioutput_svr__低秩矩阵,30
-2.7610449942685973,123.76968580277384,11.125182506492818,8.491657871126607,gbdt__低秩矩阵,30
-3.770892405684532,379.1821761288329,19.47260065139818,13.514604660026594,multitask_gp__低秩矩阵,30
0.318977383569336,39.00691597702294,6.245551695168565,4.144845652069261,random_forest__vae,30
-0.003790853111847181,103.39434430972167,10.168300954914821,5.563371552457447,ridge__vae,30
-0.011979117668722256,106.1262930964142,10.301761650145774,5.6092379296914885,multitask_lasso__vae,30
-0.008279155460150317,104.89201538218464,10.241680300721393,5.586975430223404,multitask_elasticnet__vae,30
-0.029918186618851317,97.63806846495147,9.88119772421094,5.863129344558692,multioutput_gp__vae,30
0.098127094141637,73.06599630562593,8.547865014471505,4.7525028303441355,multioutput_svr__vae,30
0.29033005164577386,50.06765946744165,7.075850441285602,4.70610575221841,gbdt__vae,30
0.07534533976808727,90.14329296622171,9.494382179279581,5.103550686606383,multitask_gp__vae,30
0.32050118114190734,38.4866190351668,6.2037584604146865,4.1728505720530755,random_forest__vanilla,30
-0.004301916704541747,103.5446447618545,10.175688908464846,5.563642182351065,ridge__vanilla,30
-0.01250758219034473,106.27174431611115,10.308818764344979,5.608642551500001,multitask_lasso__vanilla,30
-0.008800461414437688,105.03975092648261,10.248890229019072,5.587658456819148,multitask_elasticnet__vanilla,30
-0.028207859763367926,97.59041838937671,9.878786281187416,5.858429810710639,multioutput_gp__vanilla,30
0.09902234393570697,73.06588853624343,8.547858710591994,4.74506628829466,multioutput_svr__vanilla,30
0.3085234598262881,41.8816267191419,6.471601557508149,4.4163322698669685,gbdt__vanilla,30
0.07530879395539161,90.38687197186366,9.507201058769276,5.107526704159575,multitask_gp__vanilla,30
0.18709209883623976,35.84222067207277,5.986837284582968,4.116041005138125,random_forest__vae_miwae,30
-0.10438579280204013,98.45257062505519,9.922326875539587,5.671745116308511,ridge__vae_miwae,30
-0.111606186726079,101.7541688581175,10.087327141424407,5.741583554606384,multitask_lasso__vae_miwae,30
-0.1082858314094021,100.24663180446043,10.012323996178932,5.709412888117021,multitask_elasticnet__vae_miwae,30
-0.06258134982162705,98.42244427556635,9.920808650284831,6.032985578801611,multioutput_gp__vae_miwae,30
-0.11486447365164129,78.04489448757553,8.834302150570554,4.921763465082553,multioutput_svr__vae_miwae,30
0.04008202685689155,50.43118203005966,7.101491535590228,4.7587006056006205,gbdt__vae_miwae,30
-0.12197970166496458,93.14085621652832,9.650951052436662,5.267080448308511,multitask_gp__vae_miwae,30
0.31742796441454824,39.29923475086304,6.268910172499128,4.2225194824409185,random_forest__h_vae,30
-0.0034617617111003807,103.45930558131947,10.171494756490782,5.564148312138298,ridge__h_vae,30
-0.011650808834027387,106.19222288938889,10.304961081410685,5.610146646180852,multitask_lasso__h_vae,30
-0.0079506968651967,104.95738545309455,10.244871177964834,5.5879668445851065,multitask_elasticnet__h_vae,30
-0.027527936864277402,97.59802260140825,9.879171149514935,5.859139211800734,multioutput_gp__h_vae,30
0.1034015657202706,72.99708755569426,8.543833305706185,4.744446673426411,multioutput_svr__h_vae,30
0.31674901870833505,43.27613562383338,6.578459973567779,4.449246978715388,gbdt__h_vae,30
0.07592300520550141,90.21763857321562,9.49829661429962,5.103379812670213,multitask_gp__h_vae,30
0.3215629408389536,38.28302128342678,6.1873274750433875,4.169904683537172,random_forest__hver,30
-0.003251556097288971,103.4051937828326,10.168834435805934,5.5650158610744676,ridge__hver,30
-0.01144355837381561,106.13899806342891,10.302378272196615,5.611368791925532,multitask_lasso__hver,30
-0.007742410497792507,104.90389226532173,10.242260115097729,5.588920301500001,multitask_elasticnet__hver,30
-0.029022463687750633,97.63399641665022,9.88099167172254,5.867049529668094,multioutput_gp__hver,30
0.0998604951600264,73.04776391352001,8.546798459863203,4.756127377167423,multioutput_svr__hver,30
0.3071260017747171,41.95622639868435,6.477362611332204,4.387320996377351,gbdt__hver,30
0.0767699479914371,89.84591354027371,9.478708432074157,5.095505190329787,multitask_gp__hver,30
0.32555427599956777,38.01969434173475,6.1660112180999755,4.19128227665542,random_forest__hmc_vae,30
-0.0023220941337042944,103.61081577460246,10.178939815845384,5.568009053521276,ridge__hmc_vae,30
-0.010498266121574257,106.33895085347545,10.31207791153051,5.613158940223405,multitask_lasso__hmc_vae,30
-0.00680460401835048,105.10627059732947,10.252134928751644,5.592339667882978,multitask_elasticnet__hmc_vae,30
-0.028264386828778354,97.60071538466906,9.879307434464678,5.876704079510279,multioutput_gp__hmc_vae,30
0.10303765923980085,73.0305457225417,8.545791111567244,4.764658122765549,multioutput_svr__hmc_vae,30
0.3019262663398661,44.76192412287139,6.6904352715553115,4.536175166136771,gbdt__hmc_vae,30
0.07667814275686144,90.42185509513706,9.509040703201194,5.127822988202127,multitask_gp__hmc_vae,30
0.32181525442904224,38.13516548053023,6.175367639301342,4.179497112916932,random_forest__hh_vaem,30
-0.003089125282909999,103.53453432033318,10.175192102379846,5.566243817882977,ridge__hh_vaem,30
-0.01125917822033709,106.2625821714368,10.308374370939232,5.611757718521278,multitask_lasso__hh_vaem,30
-0.007568206176761655,105.03010469694213,10.248419619479979,5.590402329691488,multitask_elasticnet__hh_vaem,30
-0.02905281057164316,97.61592999835383,9.880077428763087,5.871690692256335,multioutput_gp__hh_vaem,30
0.10191634442642289,73.08405177987362,8.548921088644672,4.760200130279004,multioutput_svr__hh_vaem,30
0.314130444619347,41.52371429124928,6.4438896864587365,4.3780436293746545,gbdt__hh_vaem,30
0.0748415005704649,90.43352938767325,9.509654535663914,5.123562373308511,multitask_gp__hh_vaem,30
-0.34494145557977274,187.6024628731382,13.696804841755547,7.800177567232822,random_forest__gtmcc,30
-2.1421795990392174,650.3677209922016,25.502308150287135,14.313668221100977,ridge__gtmcc,30
-3.0909592605174567,864.923910667646,29.40958875380011,16.37747227140964,multitask_lasso__gtmcc,30
-2.4899289340423283,729.9489127385141,27.017566743482178,15.128510926360923,multitask_elasticnet__gtmcc,30
-11.496138797262002,3198.8509018060863,56.558384893896026,27.697622009239133,multioutput_gp__gtmcc,30
-0.36568361424216594,89.96292133353325,9.484878561875911,6.611112162260076,multioutput_svr__gtmcc,30
0.07013691276511022,76.24378388590637,8.731768657374426,5.297275003069236,gbdt__gtmcc,30
-1.7081281570716307,623.5387247894732,24.970757393188403,13.831227062968082,multitask_gp__gtmcc,30
0.12802888353823708,34.82072794653303,5.900909077975446,3.984998660758766,random_forest__missforest,40
-0.22288634562481097,103.5769363890509,10.177275489493782,5.813480566334514,ridge__missforest,40
-0.23632355614166722,106.89320195399611,10.338916865610058,5.881168319113641,multitask_lasso__missforest,40
-0.2302376736580981,105.38517321122484,10.265728089679019,5.849829502590602,multitask_elasticnet__missforest,40
-0.010311624877324121,98.74071653351508,9.936836344305721,5.894942234193211,multioutput_gp__missforest,40
-0.21903657723095984,79.58332500510006,8.920948660602193,5.14952886328943,multioutput_svr__missforest,40
-0.03174635211865792,41.944736199036186,6.476475600126676,4.490072017341201,gbdt__missforest,40
-0.14855122101263574,89.10720992809763,9.439661536734123,5.040931127670212,multitask_gp__missforest,40
0.25320066921056433,41.160514732044,6.41564608843443,4.351673291836931,random_forest__rfe_missforest,40
-0.027103693678260238,101.58637367010238,10.07900658150903,5.69456241503992,ridge__rfe_missforest,40
-0.03500318254323731,104.27286655461768,10.211408646931023,5.749862473134065,multitask_lasso__rfe_missforest,40
-0.03143605257659371,103.05826264675937,10.151761553876222,5.724005933550239,multitask_elasticnet__rfe_missforest,40
-0.08008086646046408,98.52598269608568,9.926025523646697,6.049206427723231,multioutput_gp__rfe_missforest,40
0.04380471043310094,72.26021765629619,8.500601017357313,5.040600164971088,multioutput_svr__rfe_missforest,40
0.2518246363674295,42.63846152861497,6.529813284360815,4.572233599148759,gbdt__rfe_missforest,40
0.027500956921026137,86.57796798409609,9.304728259551489,5.161794665521277,multitask_gp__rfe_missforest,40
0.2664701349570091,31.507344920964726,5.6131403795883035,3.8999409563106218,random_forest__hyperimpute,40
-0.15966483700088824,96.26499252831738,9.811472495416648,5.948367625301993,ridge__hyperimpute,40
-0.18409596158396016,99.44212550453054,9.972067263337655,6.043261519548871,multitask_lasso__hyperimpute,40
-0.1728096959016301,97.98943523470818,9.898961321002734,5.999485147777953,multitask_elasticnet__hyperimpute,40
-0.23130347621390496,104.16944100890859,10.206343175148904,6.587623062904884,multioutput_gp__hyperimpute,40
-0.43551310458742265,68.33670162751972,8.266601576677063,5.475818552478305,multioutput_svr__hyperimpute,40
-0.0450057351492856,38.92338585225859,6.238860941891444,4.703169628206194,gbdt__hyperimpute,40
-0.23759658142029308,82.10564686512781,9.061216632722552,5.525094227978723,multitask_gp__hyperimpute,40
0.004895375006141733,48.99071942710897,6.99933707054525,4.701003154647271,random_forest__knn_based_method_matimputer,40
-0.1817723393628606,108.88768422247759,10.434926172353956,6.0820590839287325,ridge__knn_based_method_matimputer,40
-0.19340648167240654,112.58960845749752,10.61082506016839,6.146473855385869,multitask_lasso__knn_based_method_matimputer,40
-0.18805158201244987,110.90148488271929,10.530977394464356,6.117075559608344,multitask_elasticnet__knn_based_method_matimputer,40
-0.07959893572109139,100.59169637134801,10.029541184488352,6.182954972595955,multioutput_gp__knn_based_method_matimputer,40
-0.007129019484531374,65.4807697416096,8.09201889157518,5.077328115503376,multioutput_svr__knn_based_method_matimputer,40
0.09107272261861471,45.8068913735042,6.768078853966183,4.745525131749483,gbdt__knn_based_method_matimputer,40
-0.06569424141907373,80.55543330701819,8.975267868259877,5.091868489393617,multitask_gp__knn_based_method_matimputer,40
-2.2399163424468163,79.09908962465992,8.893766897364689,6.938882411971511,random_forest__gain,40
-2.173792717190336,203.5611771617312,14.267486714965996,9.503741384499158,ridge__gain,40
-2.1844795180496095,206.94761949649612,14.385674106432973,9.523163490896366,multitask_lasso__gain,40
-2.1795507206842593,205.36841692287965,14.330680965079072,9.5143620620511,multitask_elasticnet__gain,40
-0.7272088784428379,163.3879122635953,12.782328123765064,7.967168256518437,multioutput_gp__gain,40
-2.708060205720779,153.8611377853342,12.404077466113076,8.769828829917182,multioutput_svr__gain,40
-2.621845854627628,79.1278015860282,8.895380912924876,6.829614558180771,gbdt__gain,40
-2.5817753413407987,184.54962179736236,13.584904188008187,9.316767393414894,multitask_gp__gain,40
0.3049073369366452,38.436296171664786,6.199701296971072,4.172294325048707,random_forest__sinkhorn,40
-0.004655131420423009,101.66777605788667,10.08304398769968,5.563576417242781,ridge__sinkhorn,40
-0.012978820358861137,104.44553752790848,10.219859956374572,5.6118043160051805,multitask_lasso__sinkhorn,40
-0.009215112752748805,103.18769072909899,10.158134214957931,5.590354689180847,multitask_elasticnet__sinkhorn,40
-0.03196145588786392,97.65385191403077,9.881996352662288,5.887081767655314,multioutput_gp__sinkhorn,40
0.09604875952311662,71.71792927447072,8.468643886388818,4.8224574902288575,multioutput_svr__sinkhorn,40
0.27925566233459853,39.71313766892818,6.301836055383238,4.371175805511333,gbdt__sinkhorn,40
0.026719975003492963,88.39488132167635,9.401855206376895,5.091916581819149,multitask_gp__sinkhorn,40
0.28735185557374243,34.051649293185626,5.83537910449575,4.005677129574718,random_forest__mice_iterativeimputer,40
-0.10817875575626937,98.85397636035778,9.942533699231689,5.915101562732185,ridge__mice_iterativeimputer,40
-0.11135510380525263,100.14504493289893,10.007249618796312,5.9307483277704005,multitask_lasso__mice_iterativeimputer,40
-0.11000987691850833,99.5617507944502,9.978063479175216,5.923573438141909,multitask_elasticnet__mice_iterativeimputer,40
-0.4216408482947281,105.83468948902157,10.287598820376967,6.864760348059591,multioutput_gp__mice_iterativeimputer,40
-0.27619288927171,74.82727726071747,8.650276137830367,5.093353764417974,multioutput_svr__mice_iterativeimputer,40
-0.04051863731400926,60.24974333686877,7.762070814986731,5.349895395668146,gbdt__mice_iterativeimputer,40
-0.1865136316259244,113.42012757434438,10.649888617931381,6.442161395755318,multitask_gp__mice_iterativeimputer,40
-0.5575330745460896,50.48884746912389,7.1055504691138385,5.260376870330692,random_forest__knn插补,40
-0.6042124294353662,111.86237409574558,10.576501032749233,6.443896416841927,ridge__knn插补,40
-0.6042776309442224,115.42044335347552,10.743390682343984,6.506364094597053,multitask_lasso__knn插补,40
-0.6039645034786186,113.79020803230932,10.667249318934536,6.477555701069062,multitask_elasticnet__knn插补,40
-0.15299352529797283,99.58825239435302,9.979391383964908,6.243863278726165,multioutput_gp__knn插补,40
-0.7740898928832926,76.67995314170344,8.756709036030799,5.650739466888925,multioutput_svr__knn插补,40
-0.7048471282224091,52.41316998170006,7.23969405304534,5.553660680878953,gbdt__knn插补,40
-0.7335187382419253,92.967794569118,9.641980842602727,5.840003957542553,multitask_gp__knn插补,40
-2.50505101062104,84.1122997697342,9.171275798368196,7.750999446957632,random_forest__mida,40
-3.0105816440712543,185.41013464889724,13.61653901139703,9.939842326987904,ridge__mida,40
-3.020537698388157,187.9508500341315,13.70951676880449,9.969564834335767,multitask_lasso__mida,40
-3.0161564196169843,186.8001741543511,13.66748602173608,9.956134682505517,multitask_elasticnet__mida,40
-2.5552839700076015,156.45384949163898,12.508151321903608,8.944684262487819,multioutput_gp__mida,40
-2.808528488103963,142.1857340612804,11.92416596921061,8.939936664967808,multioutput_svr__mida,40
-2.198356060379089,76.65876715961623,8.755499252447928,6.847468200344752,gbdt__mida,40
-2.643792996450734,170.80510916852356,13.069242868985317,9.615830827611703,multitask_gp__mida,40
-1.849092839265325,92.93398550489401,9.640227461263246,7.303577751263974,random_forest__miwae,40
-3.685623640014637,702.1883197322959,26.498836195808597,16.798283178712765,ridge__miwae,40
-3.6893584261010344,705.1595796197505,26.554840982761515,16.82919748823404,multitask_lasso__miwae,40
-3.6876761962142552,703.8575970374781,26.530314680332726,16.81552904424468,multitask_elasticnet__miwae,40
-3.373495314477717,419.97659724769466,20.49333055527321,13.90886929963481,multioutput_gp__miwae,40
-2.7700714019122405,271.26563396542883,16.470143714170465,11.599115757350983,multioutput_svr__miwae,40
-1.9195438314177578,104.23890192931438,10.209745439006516,7.564795411622841,gbdt__miwae,40
-2.6901218276817547,336.2471933360374,18.337044291162012,12.370222281319146,multitask_gp__miwae,40
-0.023528611927912113,62.751935003957335,7.921611894302657,5.551307265498652,random_forest__softimpute,40
-1.2319632155245097,396.4906398123355,19.91207271512274,11.579021629020323,ridge__softimpute,40
-1.2371708279847675,397.9443713107515,19.948543087422486,11.603240712336625,multitask_lasso__softimpute,40
-1.2349265190409602,397.3060627491057,19.932537789983133,11.592786314453086,multitask_elasticnet__softimpute,40
-0.7724233011987383,266.53067247968426,16.32576713296145,9.61320856811311,multioutput_gp__softimpute,40
-0.4893251211130688,194.46543644553356,13.945086462461735,8.631032118397627,multioutput_svr__softimpute,40
-0.04662271200677648,56.24451397958845,7.499634256388004,5.429636527337901,gbdt__softimpute,40
-0.6986796145180784,256.6307009112963,16.01969727901549,9.533759799989362,multitask_gp__softimpute,40
-2.797055403417449,99.65214555278139,9.982592125935097,7.964921029472764,random_forest__低秩矩阵,40
-4.107839093056112,565.9191299107009,23.789054834328766,16.03369910479105,ridge__低秩矩阵,40
-4.105744286136936,566.6951159053295,23.80535897451096,16.041877838434786,multitask_lasso__低秩矩阵,40
-4.106589973919218,566.3442571918765,23.797988511466183,16.038237068970467,multitask_elasticnet__低秩矩阵,40
-4.433975678283477,440.9907382731385,20.999779481535956,14.872563253573551,multioutput_gp__低秩矩阵,40
